0	(re)zip	Booth: N2046	['Austin,', 'TX', 'United States']	Rezip Co. designs thoughtful products to help  consumers live a simpler, greener lifestyle. (re)zip® Reusable Storage Bags are the original  food-safe, lightweight, leakproof, freezer-safe  reusable bags. They are designed to simplify  food storage, and make it easy  for consumers to consciously reduce single-use  plastic baggies. (re)zip Reusable Storage Bags  are available in an assortment of sizes and styles  to accommodate a variety of uses including food  prep, pantry storage, organization, and more	Brands: Rezip	['Home', 'Pet', 'Special Attributes']	[['Household Supplies', 'Kitchen & Dining', 'Miscellaneous'], ['Pet Food - Cat', 'Pet Food - Dog'], ['Sustainability']]
1102	Host Defense Mushrooms	Booth: N1821, 3711, F117	['Olympia,', 'WA', 'United States']	Host Defense® Mushrooms™ was founded by renowned mycologist Paul Stamets with the goal of building a bridge between people and fungi. They specialize in mushroom mycelium-based supplements and are one of the best-documented and longest-standing mushroom supplement companies in the USA. All of their mycelium and fruit bodies are organic, non-GMO, gluten-free, and vegan, and are grown on their farm in Washington state. Products are available in capsules, extracts, powders, drink mixes, and more!	Brands: Host Defense® Mushrooms™	['Raw Ingredients', 'Special Attributes']	[['Other'], ['Organic Ingredients']]
1103	Hosted/Candid	Booth: 3069	['Wayzata,', 'MN', 'United States']	N/A	N/A	['Home', 'Packaging']	[['Home Decor', 'Household Supplies', 'Kitchen & Dining', 'Miscellaneous'], ['Paper Products']]
1104	HOT JIANG®	Booth: N743	['Commerce,', 'CA', 'United States']	HOT JIANG® is a condiment that boasts versatility and can be enjoyed on your everyday favorite dishes. We hope to reach people of all cultures and demographics by bringing them together through their love for spicy cuisine. Featuring flavors from Kunming Yunnan Province, China, we’re ready to spice up your life. Our products will feature limited releases on flavor and packaging with each being tied to digital assets, making every product unique.	Brands: HOT JIANG® is bringing authentic flavors from Kunming, Yunnan province to communities across the world. We aim to share a cherished family recipe and connect people worldwide through their love for spice.
	['Condiments & Sauces', 'Pasta Sauce & Noodles', 'Special Attributes']	[['Condiments & Sauces', 'Hot Sauces', 'Marinades & Sauces', 'Salad Dressings', 'Salad Toppings', 'Shelf Stable Dips & Spreads'], ['Instant Noodles'], ['Ethnic', 'Exclusive Line', 'Food Service Ready', 'Gluten/Wheat Free', 'Vegan']]
1105	Hot N Saucy	Booth: 8010	['Fairburn,', 'GA', 'United States']	N/A	N/A	[]	[]
1106	HOTPOT QUEEN	Booth: 8300	['Spokane,Â', 'WA', 'United States']	HOTPOT QUEEN is a line of extra-spicy, tingling condiments made from a traditional blend of three regional chilis and a healthy dose of Sichuan peppercorn in Chongqing, China. Our products are authentically sourced, versatile, and simple to use, not to mention mouth-watering, tongue-numbing, and packed with umami flavor.	N/A	['Special Attributes']	[['Ethnic', 'Gluten/Wheat Free', 'Low Carb', 'Specialty/Gourmet', 'Vegan']]
1107	House Foods Holdings, USA	Booth: 4979	['Garden Grove,', 'CA', 'United States']	House Foods Holdings USA is dedicated to supplying healthy, natural and functional plant-based products. We offer Tofu, Veggie Burgers, Veggie Balls, Seitan, Tempeh, and other flavor-forward products worldwide under the House Foods America, Franklin Farms, El Burrito, Nature’s Soy and Superior Natural brands. 	Brands: House Foods America, Franklin Farms, El Burrito, Nature’s Soy, Superior Natural. 
	['Special Attributes']	[['Dairy Free', 'Egg Free', 'Kosher/Parve', 'Organic Food & Bev', 'Soy Foods', 'Vegan']]
1108	House of Kajaana	Booth: 7802	['Miami Beach,', 'FL', 'United States']	N/A	N/A	[]	[]
1109	Houston Enzymes, Inc	Booth: N1212	['Siloam Springs,', 'AR', 'United States']	Houston Enzymes creates expertly formulated enzyme products that provide the help you need for digestive wellness.	Brands: Houston Enzymes	['Raw Ingredients', 'Supplements']	[['Probiotics'], ['Probiotics & Digestion']]
1110	HowGood	Booth: 1833	['Stone Ridge,', 'NY', 'United States']	HowGood is an independent research company and SaaS data platform with the world’s largest database on food product sustainability. With more than 33,000 ingredients, chemicals and materials assessed, HowGood helps leading brands, retailers, suppliers and restaurants to measure, manage, and communicate their environmental and social impact.	N/A	['Services', 'Special Attributes']	[['Consulting', 'Customer Services', 'Education'], ['Organic Food & Bev', 'Organic Ingredients']]
1111	HP Ingredients	Booth: 3600	['Bradenton,', 'FL', 'United States']	HP Ingredients (HPI), a woman-owned Corporation, founded in 2001, shows and tells the enriching stories of health-promoting botanicals sustainably sourced globally. HPI researches, manufactures and supplies safe, unique, branded, patented, clinically proven herbal extracts with complete traceability. One of HPI’s main powers is the reinvestment into new research and certifications of its signature ingredients, collaborating with globally prestigious universities and research institutions.   	Brands: LJ100®-men’s health, sports; ParActin® -bone, joint, muscle; Bergamonte®-cholesterol, weight management; MaquiCare™-superfruit, highest antioxidant; CitruSlim®- healthy weight; NeuroActin®- learning, memory; IQ200™-cognitive function, IQ.	['Raw Ingredients']	[['Branded Ingredients', 'Fruits & Vegetables', 'Herbs', 'Other']]
1112	HPM Global Inc.	Booth: 2309	['Seoul,', 'Korea, Republic of']	N/A	N/A	['Adult Beverages', 'Bakery', 'Baking & Cooking Ingredients', 'Beverages', 'Breakfast', 'Condiments & Sauces', 'Cosmetics Personal Care', 'Dried Beans, Rice & Grains', 'Fresh Fruit & Vegetables', 'Frozen', 'Herbs & Functional Foods', 'Home', 'Juice', 'Snacks', 'Vitamins & Minerals']	[['Non-Alcoholic Cocktails', 'Non-Alcoholic Liquor & Spirits', 'Non-Alcoholic Wine'], ['Cookies'], ['Baking & Cooking Mixes', 'Baking & Cooking Pastes', 'Baking Chips & Chocolate', 'Baking Powder, Baking Soda & Yeast', 'Bread Crumbs, Coatings', 'Cooking Starches', 'Flours, Meals', 'Frosting, Icing, & Edible Decorations', 'Gelatin', 'Honey & Syrups', 'Marshmallow', 'Sugar'], ['Cocoa & Hot Chocolate Mixes', 'Coffee', 'Drink Mixers & Syrups', 'Flavored & Enhanced Water', 'Fruit Flavored Drinks', 'Kombucha', 'Meal & Breakfast Drinks', 'Powdered Drink Mixes', 'Protein Shakes (ready-to-drink)', 'Smoothies', 'Soda', 'Sparkling Water & Seltzer', 'Sports & Energy Drinks', 'Tea & Infusions', 'Vinegar Drinks', 'Water'], ['Breakfast Bars', 'Breakfast Biscuits', 'Cereal', 'Granola', 'Hot Cereal & Oats', 'Muesli', 'Pancake, Crepes & Waffle Mix', 'Puffed Grain Cereal'], ['Condiments & Sauces', 'Hot Sauces', 'Jams & Fruit Spreads', 'Marinades & Sauces', 'Olives', 'Pickles & Peppers', 'Salad Dressings', 'Salad Toppings', 'Seed & Nut Butters', 'Shelf Stable Dips & Spreads', 'Shelf Stable Salsas'], ['Baby Care', 'Bath & Body', 'Facial Care'], ['Dried Beans', 'Dried Grains', 'Other Dried Goods', 'Rice'], ['Pre-Packaged Fruit & Vegetables', 'USDA Vegetable'], ['Frozen Desserts', 'Frozen Entrées', 'Frozen Fruits', 'Ice Cream'], ['Herbs & Functional Foods'], ['Kitchen & Dining'], ['Fruit Juice', 'Fruit Punch', 'Juice Blends', 'Lemonade & Lemon Juice', 'Limeade & Lime Juice', 'Nectars', 'Vegetable Juice'], ['Caramels & Toffee', 'Cereal & Granola Bars', 'Chips', 'Crackers', 'Dried Fruit', 'Energy & Nutrition Bars', 'Fruit Snacks', 'Jerky', 'Mint & Gum', 'Nuts & Seeds', 'Other Snacks', 'Popcorn & Puffs', 'Pork Rinds', 'Pretzels', 'Pudding, Mousse & Gelatin Snacks', 'Rice Cakes', 'Snack Cakes', 'Trail Mix & Snack Mixes', 'Vegetable Snacks'], ["Children's Vitamins", 'Minerals', 'Multivitamins', 'Vitamins']]
1113	Huangshan Capsule Inc	Booth: 3468	['Ontario,', 'CA', 'United States']	N/A	N/A	[]	[]
1114	Hub Group	Booth: 2954	['Oak Brook,', 'IL', 'United States']	Hub Group creates innovative, end-to-end supply chain solutions through a robust suite of transportation and logistics management solution including Intermodal, Brokerage, Dedicated Trucking, Managed 3PL Solutions, Consolidation & Fulfillment, International Freight Shipping, and Final Mile.	Brands: CaseStack Retail Supplier Solutions, NSD Last Mile, Choptank Transport, Hub Group	['Services']	[['Consulting', 'Customer Services']]
1115	Hudson River Foods	Booth: N1105	['Castleton,', 'NY', 'United States']	The best organic powdered supplements on the market. Comes is stick packs for daily dose. Convenient nutrition. High CO Kombucha authentically made, low sugar and delicious	Brands: Tempt Hemp, Living Harvest, Cherrybrook Kitchen, European Gourmet Bakery, High Country Kombucha, Healthy To Go, Dancing Deer, 479 Popcorn	['Special Attributes']	[['Functional Beverage', 'Gluten/Wheat Free', 'Vegan']]
1116	Huel, Inc	Booth: 3895	['Brooklyn,', 'NY', 'United States']	N/A	N/A	['Beverages', 'Supplements']	[['Protein Shakes (ready-to-drink)'], ['Superfood & Greens Blends']]
1117	Human Touch	Booth: 3078	['Long Beach,', 'CA', 'United States']	Human Touch is the leading provider of high-quality, innovative lifestyle products, massage chairs, and experiences that have been delivering indispensable, life-changing benefits to an ever-growing number of consumers for over 40 years.	Brands: Ascent, Perfect Chair, WholeBody, Gravis ZG Chair	[]	[]
1118	humanN	Booth: 3931	['Austin,', 'TX', 'United States']	Humann was founded in affiliation with a leading academic research program and is committed to promoting cardiovascular health, which includes healthy blood pressure, cholesterol, blood flow, and heart health support. Humann’s product lines include neo40 Professional and SuperBeets, the #1 Doctor, Pharmacist, and Cardiologist Recommended Beet Brand for Heart Health Support according to IQVIA™ ProVoice Survey 2023. Humann is a 9-time Inc.5000 America’s Fastest-Growing Private Companies Honoree.	Brands: SuperBeets 
Neo40 Daily
Neo40 Professional
D3K2
Nitric Oxide Indicator Strips
	['Herbs & Functional Foods', 'Supplements']	[['Herbs & Functional Foods'], ['Antioxidants', 'Superfood & Greens Blends']]
1119	Humble & Frank Foods, Ltd.	Booth: 5378	['Victoria,', 'BC', 'Canada']	At Humble & Frank, we know one universal truth is out there: food is important. Everything you cook should nourish not only the body, but the soul: sure, we say, it's tasty, but does it make you smile, too? Food should be an experience, so consider us your surround sound: we're here to turn up the flavor and enhance the experience of every delicious slice-of-life you're serving up.	Brands: Deli & HMR products, plant based products, seafood, poké, seafood salads, batters, seasonings & rubs, cocktail & tartar, marinades, meat marinades, meat seasonings & rubs, ethnic meat marinades, salad dressings, value added solutions.	['Condiments & Sauces', 'Meat & Seafood', 'Packaging', 'Special Attributes']	[['Salad Dressings'], ['Fish & Seafood', 'Poultry'], ['Glass Bottles'], ['Food Service Ready', 'Gluten/Wheat Free']]
1120	Humble Brands, Inc.	Booth: 3057	['Taos,', 'NM', 'United States']	Humble Brands is a natural product company with a mission to deliver safe, clean and effective products formulated with the best ingredients that nature has to offer. All of our products are crafted with love in the high desert mountains of Taos, New Mexico. Our headquarters is filled with a group of caring people connected through a singular goal to create healthier options at an accessible price point in the beauty and wellness industry. 	N/A	['Cosmetics Personal Care', 'Packaging', 'Special Attributes']	[['Deodorant & Anti-Perspirant'], ['Biodegradable Packaging'], ['Anti-Aging', 'Cruelty-Free', 'Full Line']]
1121	Humble Potato Chips	Booth: 8020	['Guelph,', 'Canada']	N/A	N/A	[]	[]
1122	Hume Supernatural	Booth: 2824	['San Diego,', 'CA', 'United States']	A plant, mineral and probiotic-based Supernatural deodorant. 0% toxins, 100% performance. Hard working, sweat crushing, BO conquering, crisp freshness creating, awesome. Our breakthrough deodorant formula works in 4 ways: Absorbs moisture, Traps and binds odor, Supports the skin microbiome, Protects and nourishes the skin. We knock out the odor producing nasties with pure skin-food love. Go on, smell awesome and live supernatural.	Brands: Hume Supernatural	['Cosmetics Personal Care', 'Special Attributes']	[['Bath & Body', 'Deodorant & Anti-Perspirant'], ['Cruelty-Free', 'Ethnic/Multicultural']]
1123	Humphreys	Booth: 2823	['East Hampton,', 'CT', 'United States']	Humphreys Certified Organic Witch Hazel Astringent for Face and Body is 100% natural and penetrates deep into pores, removing dirt, oil and makeup – leaving skin soft, smooth and younger looking – without over drying.  Humphreys exclusive Alcohol Free toners are specially formulated using botanical extracts to target your skin’s specific needs.  Only Humphreys Witch Hazel Astringents are genuine distilled and 100% natural, a time honored beauty secret to perfect even the most sensitive skin.	Brands: Humphreys Certified Organic Witch Hazel 
Humphreys 100% All Natural Witch Hazel & Witch Hazel Cleansing Pads
Humphreys Alcohol Free Witch Hazel Skin Type Specific Facial Toners
	['Special Attributes']	[['Cruelty-Free']]
1124	HUNDY!	Booth: 8404	['Austin,', 'TX', 'United States']	N/A	N/A	['Frozen', 'Raw Ingredients', 'Snacks', 'Special Attributes']	[['Frozen Desserts', 'Frozen Fruits', 'Ice & Ice Pops'], ['Fruits & Vegetables'], ['Fruit Snacks', 'Other Snacks'], ['Allergy Free', 'Convenience', 'Cruelty-Free', 'Dairy Free', 'Egg Free', 'Food Service Ready', 'Full Line Organic', 'Gluten/Wheat Free', 'Kids', 'Kosher/Parve', 'Low Carb', 'Organic Food & Bev', 'Organic Ingredients', 'Organic Processed/Packaged', 'Salt-Free', 'Sustainability', 'Trans Fat Free', 'Vegan']]
1125	Hung Yang Foods Co., Ltd.	Booth: 995	['Yunlin,', 'Taiwan']	In recent years, plant-based diet blows up and becomes a trending topic. Hung Yang Foods has jumped on the bandwagon twenty years ago and now is the leading manufacturer of plant-based protein in Taiwan. As one of the pioneers, we provide the highest quality and service for every customer, also keep creating more plant-based alternatives to enrich your living style.	Brands: HOYA aims to provide delicious plant-based alternatives. Our product range included plant-based snacks, vegan jerky as well as frozen products and other diversifed products. We follow the standard closely to provide highest quality for customers.	['Special Attributes']	[['Kosher/Parve', 'Soy Foods', 'Vegan']]
1126	Huxley	Booth: N1341	['Minneapolis,', 'MN', 'United States']	N/A	N/A	['Beverages']	[['Sports & Energy Drinks']]
1127	Huzzy Smart Sips	Booth: 8812	['Frisco,', 'TX', 'United States']	N/A	N/A	[]	[]
1128	HVA CEYLON	Booth: 2208	['Valencia,', 'CA', 'United States']	We are a natural foods manufacturer, importer and distributor based  in California. We specialize in importing and distributing speciality food and beverages.  Because we import directly from the source and are equipped with our own warehousing and distribution capabilities, we are able to pass on more value to our customers.   We stock a wide range of teas, Organic Coconut Products including Coconut Milk/Cream, Desiccated Coconut and offer door delivery in North America.	N/A	['Raw Ingredients', 'Special Attributes']	[['Fats & Oils'], ['Canned', 'Dairy Free', 'Kosher/Parve', 'Organic Ingredients', 'Vegan']]
